customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
5841-9993,Male,1,No,No,49,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,No,Electronic check,97.0,4715.84,Yes
5842-5991,Male,1,No,No,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),31.12,1151.33,Yes
5843-1067,Male,0,No,No,55,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,76.91,4165.4,No
5844-8861,Male,0,No,No,34,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,73.16,2373.35,No
5845-2449,Male,1,No,Yes,62,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Two year,Yes,Electronic check,54.93,3354.82,No
5846-2087,Female,0,Yes,No,36,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),98.13,3469.42,Yes
5847-7066,Female,0,Yes,No,53,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),80.19,4324.19,No
5848-6433,Female,0,No,No,15,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),80.55,1159.73,No
5849-1539,Female,0,No,No,13,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),101.99,1339.25,Yes
5850-2523,Male,0,Yes,No,41,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),79.08,3263.71,No
5851-6307,Male,0,Yes,Yes,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),34.01,2017.86,No
5852-3297,Female,0,Yes,Yes,53,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,94.84,5207.32,No
5853-7155,Female,0,Yes,Yes,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,26.85,691.57,No
5854-4705,Male,0,No,No,62,Yes,No,DSL,Yes,No,No,No,No,No,One year,No,Credit card (automatic),65.9,4107.36,No
5855-6292,Female,0,No,No,48,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,62.03,3005.65,No
5856-5274,Male,0,Yes,Yes,40,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),85.92,3426.05,No
5857-4286,Female,0,Yes,Yes,72,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Mailed check,88.69,6328.87,No
5858-4081,Female,0,Yes,No,56,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),82.29,4573.26,No
5859-7274,Female,0,No,No,21,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,58.02,1168.75,No
5860-5628,Female,1,No,No,4,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),88.65,308.76,No
5861-6348,Male,0,Yes,No,19,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,83.31,1597.06,Yes
5862-6195,Female,1,Yes,No,12,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,69.95,685.46,Yes
5863-2868,Female,0,No,No,13,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),95.54,1247.2,No
5864-9218,Female,0,No,No,38,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,72.23,2724.47,No
5865-6067,Female,0,No,Yes,71,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),46.21,3304.51,No
5866-7461,Male,0,No,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,30.42,1610.06,No
5867-8936,Male,0,No,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),34.14,948.44,No
5868-9321,Male,0,No,No,18,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,99.43,1690.96,No
5869-7000,Male,0,No,Yes,57,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,18.25,1031.16,No
5870-8083,Female,1,Yes,No,40,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.05,3600.17,Yes
5871-5245,Female,0,Yes,No,3,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),55.06,34.85,No
5872-7639,Male,1,Yes,No,34,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,No,Mailed check,60.98,2065.53,No
5873-3893,Male,0,No,No,13,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,80.33,989.07,No
5874-7405,Male,0,No,Yes,36,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,64.27,2306.75,No
5875-1772,Female,0,Yes,Yes,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,26.12,3.36,No
5876-9227,Male,0,No,Yes,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,30.67,434.13,Yes
5877-3201,Male,0,No,Yes,59,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),91.73,5449.2,No
5878-6908,Female,1,Yes,No,12,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Mailed check,85.65,981.82,No
5879-1100,Female,0,No,No,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),29.41,262.43,No
5880-2401,Male,0,No,No,16,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),95.9,1685.19,Yes
5881-9878,Female,1,Yes,No,67,No,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,50.56,3443.06,No
5882-8499,Male,0,No,Yes,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),28.42,2051.46,No
5883-3002,Male,0,Yes,No,48,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,64.92,3178.56,Yes
5884-2177,Female,0,No,No,56,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,74.05,4119.33,No
5885-8333,Female,0,No,No,66,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Mailed check,58.72,3715.66,No
5886-9910,Male,0,No,No,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.38,442.1,No
5887-2517,Female,0,No,No,29,Yes,No,DSL,Yes,No,No,No,No,Yes,Two year,No,Electronic check,60.04,1820.43,No
5888-6974,Male,0,Yes,No,2,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,18.25,0.0,No
5889-3552,Female,0,Yes,No,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),30.8,1160.33,No
5890-7698,Female,0,No,No,67,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Mailed check,49.04,3287.68,No
5891-4764,Male,1,Yes,No,2,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,59.96,36.34,No
5892-2128,Male,0,No,No,51,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),89.32,4680.83,No
5893-3919,Male,0,Yes,No,34,No,No phone service,DSL,Yes,No,No,No,No,No,Two year,Yes,Credit card (automatic),40.77,1428.12,No
5894-5847,Male,0,Yes,No,70,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Mailed check,70.67,5070.35,No
5895-8184,Male,0,No,No,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),32.32,1488.95,No
5896-1189,Male,0,No,No,29,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,67.16,2015.92,No
5897-9618,Male,0,No,No,7,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),71.83,358.69,Yes
5898-6845,Female,0,No,Yes,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,29.93,1110.91,No
5899-8876,Female,0,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),33.69,2393.78,No
5900-9369,Male,0,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),30.88,,No
5901-2382,Male,0,No,No,0,No,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),46.4,,Yes
5902-1843,Male,0,No,No,64,No,No phone service,DSL,No,No,No,No,No,Yes,One year,Yes,Credit card (automatic),53.69,3431.43,No
5903-7989,Male,0,Yes,No,19,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),113.72,2374.55,Yes
5904-2690,Male,0,No,No,44,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,67.4,2960.06,No
5905-2331,Male,0,Yes,No,44,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),97.65,4276.64,Yes
5906-5216,Female,1,No,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),27.12,949.45,No
5907-9219,Female,0,Yes,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),33.29,1236.85,No
5908-8159,Female,0,No,No,50,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Electronic check,54.43,2759.61,No
5909-5660,Male,0,No,Yes,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,30.02,519.84,Yes
5910-2767,Male,0,No,No,13,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,74.55,916.75,No
5911-4027,Female,1,No,No,72,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Mailed check,97.62,6969.93,No
5912-7195,Female,0,No,No,0,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Two year,Yes,Electronic check,54.8,,No
5913-2413,Female,0,Yes,No,13,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),57.82,715.07,Yes
5914-5719,Female,0,No,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,29.77,1491.72,No
5915-1106,Female,1,No,No,41,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),86.09,3423.82,No
5916-3925,Female,1,Yes,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,26.7,666.61,No
5917-3231,Male,0,Yes,No,8,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,77.31,519.27,Yes
5918-7129,Male,0,No,No,26,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),83.13,2182.39,No
5919-9225,Female,0,Yes,No,4,Yes,Yes,DSL,No,No,Yes,No,No,No,Two year,No,Credit card (automatic),59.96,385.66,No
5920-2318,Female,0,No,No,40,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Electronic check,70.26,2660.23,No
5921-8174,Male,0,No,No,35,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),98.09,3427.87,No
5922-6902,Male,0,No,No,67,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,No,Credit card (automatic),82.98,5506.4,No
5923-9727,Male,0,Yes,Yes,58,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,74.18,4285.8,No
5924-9202,Male,0,Yes,No,34,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,55.75,1795.63,No
5925-1906,Female,0,No,No,38,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),70.24,2605.15,No
5926-7688,Male,0,Yes,Yes,50,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),56.19,2887.56,No
5927-6329,Male,0,No,Yes,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),27.29,656.24,No
5928-2017,Male,0,Yes,Yes,43,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),61.5,2653.89,No
5929-3314,Male,0,Yes,No,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),49.85,0.0,Yes
5930-9341,Female,1,Yes,No,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),28.81,1937.69,No
5931-5885,Female,0,Yes,No,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,29.29,2141.33,No
5932-4045,Male,0,No,No,64,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),89.18,5668.11,No
5933-3883,Female,0,No,No,15,No,No phone service,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),68.13,1226.89,No
5934-8539,Female,0,No,No,57,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,69.61,3992.57,No
5935-3550,Female,0,No,No,41,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),54.75,2237.49,No
5936-2429,Male,0,Yes,No,71,No,No phone service,DSL,No,Yes,No,No,No,No,One year,Yes,Electronic check,51.9,3677.99,No
5937-6164,Female,0,Yes,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),91.7,52.47,Yes
5938-9931,Female,0,No,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),31.97,900.2,No
5939-2649,Male,0,Yes,No,7,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,70.93,577.65,Yes
5940-3297,Male,0,Yes,Yes,69,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Mailed check,90.34,6360.71,No
5941-5221,Female,0,Yes,No,12,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,82.76,916.36,Yes
5942-2798,Male,0,No,No,2,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),95.38,208.1,No
5943-6856,Male,1,Yes,No,8,Yes,No,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,62.23,337.78,No
5944-3282,Female,0,Yes,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),27.9,1869.97,No
5945-2153,Female,0,No,No,38,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,47.86,1846.21,No
5946-3351,Male,0,No,Yes,7,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),99.98,711.99,No
5947-9374,Female,0,Yes,No,28,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),57.23,1668.02,No
5948-9413,Female,0,No,No,31,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Mailed check,97.48,3030.4,No
5949-5551,Male,0,Yes,No,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,35.13,2026.75,No
5950-4603,Female,0,Yes,No,16,Yes,Yes,DSL,No,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),52.21,672.7,No
5951-8374,Female,0,Yes,No,8,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),51.08,414.83,No
5952-2748,Female,0,Yes,No,54,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,36.69,1983.41,No
5953-6884,Female,1,Yes,No,31,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,97.02,2899.42,Yes
5954-7119,Female,0,No,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,26.87,230.04,No
5955-7389,Female,0,Yes,No,31,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,82.42,2568.32,No
5956-2961,Male,0,No,No,31,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,91.44,2908.05,No
5957-7444,Male,0,Yes,No,16,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Credit card (automatic),87.81,1551.0,No
5958-6507,Male,0,Yes,Yes,14,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,61.53,742.58,No
5959-8875,Female,0,No,Yes,7,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),79.58,443.86,Yes
5960-2569,Female,0,No,No,61,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),95.39,5708.32,Yes
5961-6521,Female,0,Yes,No,0,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,103.65,,Yes
5962-8465,Male,0,Yes,No,37,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,68.72,2441.87,No
5963-3503,Male,0,No,No,1,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,59.22,55.07,Yes
5964-7693,Male,0,Yes,Yes,58,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),95.29,5562.54,No
5965-1895,Male,0,No,No,29,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),78.87,2173.52,No
5966-7462,Male,0,No,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),27.76,1979.28,No
5967-6455,Female,0,Yes,No,3,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),63.48,220.48,Yes
5968-2732,Female,0,No,No,24,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Mailed check,100.41,2281.56,No
5969-1597,Male,1,Yes,No,28,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),92.41,2533.75,No
5970-7708,Male,0,No,No,5,Yes,No,DSL,No,Yes,No,No,No,No,Two year,No,Credit card (automatic),52.55,172.52,No
5971-3171,Female,0,No,Yes,31,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,93.45,2891.18,No
5972-5476,Female,0,No,Yes,33,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),84.96,2719.85,No
5973-1546,Male,0,No,No,32,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Electronic check,67.38,2410.49,No
5974-9670,Male,0,No,No,38,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),60.16,2323.43,No
5975-5939,Male,0,Yes,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),30.74,376.74,No
5976-9383,Male,0,Yes,No,17,Yes,No,DSL,Yes,No,No,No,No,No,Two year,No,Electronic check,43.22,743.36,No
5977-2442,Male,1,Yes,No,36,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),93.78,3345.3,Yes
5978-2851,Male,0,Yes,Yes,47,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,64.33,2989.37,No
5979-6493,Female,0,No,No,28,Yes,No,DSL,Yes,No,Yes,No,No,No,Two year,Yes,Mailed check,73.65,2021.1,No
5980-6439,Female,0,No,No,33,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,One year,No,Electronic check,65.38,2135.97,Yes
5981-8116,Male,0,No,No,72,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),64.16,4641.07,No
5982-9351,Female,0,Yes,No,47,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Mailed check,80.27,3686.21,No
5983-8396,Female,0,Yes,Yes,3,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,106.41,202.89,Yes
5984-2261,Male,0,Yes,No,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),34.5,960.77,No
5985-3785,Female,0,No,No,3,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Two year,No,Mailed check,47.84,263.18,No
5986-9223,Female,0,Yes,No,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,35.39,2214.34,No
5987-5940,Female,0,Yes,Yes,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),34.97,2101.26,No
5988-8802,Female,0,Yes,No,34,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Mailed check,58.76,1990.12,No
5989-6066,Male,0,No,No,19,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Electronic check,83.06,1564.27,Yes
5990-1447,Male,0,Yes,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,30.13,1645.61,No
5991-5255,Male,0,No,No,13,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),84.48,1055.99,No
