gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Female,0,No,Yes,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),24.19,216.09,1
Female,0,Yes,Yes,61,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,65.17,4018.01,0
Male,0,No,Yes,17,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Credit card (automatic),89.03,1552.16,0
Male,0,No,No,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,31.91,382.06,0
Female,0,Yes,Yes,46,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,85.09,3987.83,0
Male,0,No,Yes,9,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,72.62,684.53,0
Male,0,Yes,No,69,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,112.63,7719.72,0
Female,1,Yes,No,64,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),90.98,5811.92,0
Male,1,No,Yes,30,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,35.37,1025.52,1
Male,0,No,No,13,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,107.71,1352.71,0
Female,0,No,No,10,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),73.85,750.27,0
Male,1,No,No,62,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),93.05,5717.13,0
Male,1,Yes,No,32,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,73.08,2309.47,0
Male,1,No,No,42,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,72.75,3045.25,0
Male,0,Yes,No,9,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,70.16,599.94,0
Male,0,No,Yes,60,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Electronic check,79.14,4711.5,0
Male,0,No,No,37,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),98.58,3678.39,0
Male,0,Yes,No,5,No,No phone service,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Electronic check,59.97,337.15,0
Male,0,No,No,5,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,No,Bank transfer (automatic),60.96,233.58,0
Male,0,No,No,70,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,No,Credit card (automatic),79.44,5400.7,0
Male,0,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,82.34,352.29,0
Male,0,No,No,21,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Electronic check,98.87,2035.95,0
Male,0,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,32.86,0.0,0
Male,0,No,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),26.18,154.53,0
Male,0,No,No,59,No,No phone service,DSL,No,No,Yes,No,No,No,One year,Yes,Electronic check,45.0,2727.48,0
Female,0,No,No,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),32.54,1500.58,0
Female,1,Yes,No,24,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),18.25,563.62,0
Male,0,Yes,Yes,13,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,88.57,1091.0,1
Male,0,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,31.82,454.35,0
Female,0,No,No,25,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,92.83,2248.73,1
Male,0,No,No,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.96,1241.75,0
Female,0,Yes,Yes,43,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Electronic check,77.69,3388.18,1
Female,0,Yes,Yes,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),33.36,1157.6,0
Female,1,No,Yes,5,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,66.3,279.42,1
Female,0,Yes,Yes,8,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,101.28,871.24,1
Male,1,Yes,No,14,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),54.7,792.83,0
Male,0,Yes,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),32.57,513.57,0
Female,0,No,No,35,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,58.72,1918.05,0
Female,0,No,No,62,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Mailed check,91.12,5680.83,0
Female,0,Yes,No,30,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),35.94,1161.49,0
Male,1,No,No,24,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),79.71,1861.32,1
Female,0,Yes,No,40,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Credit card (automatic),88.67,3650.38,0
Female,0,No,No,5,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,74.47,434.57,1
Female,0,No,No,53,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),87.53,4804.18,0
Female,1,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),29.35,90.05,0
Male,0,Yes,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,34.35,928.76,0
Male,0,Yes,No,69,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),93.54,6525.65,0
Female,0,Yes,No,29,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Electronic check,78.07,2215.34,0
Female,0,No,No,54,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),88.67,4636.51,0
Male,0,Yes,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,25.42,431.86,0
Female,0,No,No,62,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Two year,No,Electronic check,60.78,3851.11,0
Male,1,Yes,No,24,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),80.73,2001.39,0
Male,0,No,Yes,16,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),92.65,1524.57,0
Female,0,No,Yes,3,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),63.08,238.65,0
Male,0,Yes,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,30.71,724.37,0
Male,0,No,No,42,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),66.08,2731.6,0
Female,0,No,No,4,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,68.72,342.16,0
Male,1,No,Yes,12,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,No,Electronic check,86.12,969.39,0
Male,0,No,Yes,25,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,77.08,1910.47,1
Male,0,No,Yes,52,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,91.82,4745.73,0
Male,1,No,No,43,No,No phone service,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),38.59,1766.36,0
Male,0,No,No,3,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),56.06,129.26,0
Male,0,Yes,Yes,2,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),47.81,66.29,0
Male,0,No,No,4,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),62.07,260.64,0
Female,0,No,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,27.67,652.88,0
Male,0,Yes,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,31.54,539.9,0
Female,0,No,Yes,8,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,93.4,822.81,1
Male,0,Yes,No,32,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,64.12,1885.55,0
Male,0,Yes,No,43,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),94.45,4099.35,0
Female,1,No,Yes,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),27.38,1455.61,0
Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),99.16,7082.91,0
Male,1,No,No,50,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.06,2439.12,0
Female,0,Yes,No,71,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),70.57,4912.67,0
Male,1,No,No,71,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),80.25,5634.5,0
Male,0,No,No,61,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,95.93,5737.19,0
Male,1,No,Yes,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),31.76,935.47,0
Female,0,No,No,3,Yes,No,DSL,No,No,No,No,No,Yes,One year,Yes,Electronic check,56.56,80.93,0
Male,0,Yes,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,30.77,168.27,0
Male,0,Yes,No,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,31.29,2117.98,0
Female,0,No,Yes,62,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),84.06,5023.92,0
Male,0,No,No,22,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),72.88,1680.64,0
Male,1,No,No,53,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Two year,Yes,Mailed check,54.4,2814.47,0
Male,0,No,Yes,33,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),78.92,2626.16,0
Female,1,Yes,No,4,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),69.06,254.83,0
Male,0,Yes,No,47,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.25,795.44,0
Male,1,No,No,6,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Electronic check,78.08,452.24,1
Female,1,No,Yes,9,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.25,132.45,0
Female,0,No,Yes,34,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Credit card (automatic),86.48,3032.92,1
Male,0,No,No,5,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,65.7,291.09,1
Male,0,No,No,24,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),75.8,1831.06,0
Female,0,No,Yes,54,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,92.05,4949.4,0
Male,0,Yes,Yes,43,Yes,No,DSL,No,No,No,No,Yes,No,Two year,No,Electronic check,61.3,2585.91,0
Male,0,No,No,4,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,68.47,291.91,0
Female,0,Yes,No,15,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,No,Credit card (automatic),97.5,1510.93,0
Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Electronic check,100.41,7203.56,0
Male,0,No,No,70,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),59.34,4313.89,0
Female,0,Yes,No,67,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),90.61,6127.81,0
Female,0,Yes,Yes,37,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,18.25,742.4,0
Female,1,No,Yes,31,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,92.44,2923.08,1
Male,1,No,No,54,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),78.32,4398.13,1
Female,1,Yes,No,69,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Credit card (automatic),84.14,5872.02,0
Male,0,No,No,9,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),96.51,1013.28,1
Female,0,No,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,37.8,2518.14,0
Female,0,Yes,No,45,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,102.6,4600.34,0
Female,0,No,No,10,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,67.31,549.67,1
Male,1,No,No,63,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,86.4,5497.47,0
Male,0,No,No,2,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,54.42,6.93,1
Female,0,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,80.18,90.67,0
Male,1,No,Yes,26,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),62.4,1623.7,0
Male,0,No,No,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,24.97,970.34,0
Male,0,Yes,No,31,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,84.27,2684.82,0
Female,0,No,No,18,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),91.11,1553.86,1
Male,0,No,Yes,47,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),60.27,2908.75,0
Male,0,Yes,No,34,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,70.73,2313.54,0
Male,0,No,No,8,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),82.74,740.88,1
Male,0,No,Yes,59,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,One year,Yes,Electronic check,94.06,5566.97,1
Female,0,Yes,No,22,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,78.2,1775.36,0
Male,0,Yes,No,50,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),78.94,4104.41,1
Male,0,No,No,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),26.72,580.8,0
Male,0,Yes,No,55,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,110.14,5922.24,0
Male,0,No,No,20,Yes,Yes,DSL,No,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),73.49,1510.33,0
Female,0,Yes,Yes,15,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Two year,No,Credit card (automatic),55.55,781.69,0
Male,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,32.76,255.68,0
Female,0,No,No,60,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,46.86,2744.3,0
Male,0,Yes,Yes,52,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,75.86,4015.99,0
Male,0,No,No,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,33.54,1501.67,0
Male,0,Yes,No,44,No,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,61.21,2640.62,0
Female,1,Yes,No,5,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,83.76,515.4,1
Male,1,No,No,30,Yes,No,DSL,No,Yes,No,No,Yes,No,Two year,No,Mailed check,60.34,1735.61,0
Female,1,Yes,No,62,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,86.77,5391.06,0
Male,0,No,No,21,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,64.57,1305.25,0
Male,1,No,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),27.69,158.05,0
Female,0,Yes,No,61,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),70.27,4321.78,0
Male,0,Yes,No,2,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),61.05,123.72,0
Male,1,No,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),30.15,1397.96,0
Female,0,Yes,No,60,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,70.35,4202.54,0
Female,0,No,No,54,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Mailed check,81.63,4347.45,0
Female,0,Yes,No,0,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Electronic check,73.24,0.0,0
Female,0,No,Yes,65,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),84.92,5479.31,0
Male,0,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),32.26,296.98,0
Male,0,No,Yes,62,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),80.5,4997.57,0
Male,0,No,No,1,No,No phone service,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,86.42,138.07,0
Female,0,Yes,No,35,Yes,No,DSL,No,Yes,No,No,No,No,One year,Yes,Electronic check,58.74,2145.37,0
Male,0,No,No,64,No,No phone service,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),77.86,4903.94,0
Male,0,Yes,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,30.21,759.06,0
Male,0,Yes,Yes,3,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),57.75,174.29,0
Female,0,Yes,No,6,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Electronic check,76.36,330.24,0
Female,0,No,Yes,27,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Two year,No,Credit card (automatic),61.26,1680.22,0
Male,0,No,No,26,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),90.51,2380.35,0
Male,0,Yes,Yes,15,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),93.95,1343.74,1
Female,0,No,Yes,33,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),109.37,3815.26,1
Male,0,No,Yes,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,31.72,629.12,0
Male,0,Yes,No,43,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,91.7,3970.01,0
Male,0,Yes,Yes,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),26.94,593.79,0
Female,0,Yes,No,22,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,No,Mailed check,78.66,1824.48,0
Male,0,Yes,No,64,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,Yes,Mailed check,81.77,5302.85,0
Female,0,No,No,57,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Mailed check,68.26,3870.76,0
Male,1,No,Yes,56,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),79.51,4381.06,0
Female,0,Yes,No,27,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Mailed check,88.05,2441.18,0
Female,1,No,Yes,64,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),93.92,5982.04,0
Male,0,Yes,No,24,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Credit card (automatic),100.19,2458.92,1
Male,0,No,No,52,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One year,No,Electronic check,64.0,3310.09,0
